value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.1,34,20,19.238954299999996,2.0788398526654515,0
0.15,28,20,19.666143099999996,3.0404099123434847,0
0.2,37,20,17.941357449999998,2.0247800366980084,0
0.25,36,20,17.8933656,2.5039056226724847,0
0.3,36,20,18.50107385,2.2795123196188087,0
