value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.15,2,20,44.6797294,6.733686406272909,0
0.2,2,20,32.29546255000001,4.018014096957972,0
0.25,2,20,25.7602304,2.84424609718856,0
0.3,2,20,24.185397299999998,3.0968105715983114,0
0.35,2,20,23.010835450000002,2.843172014899712,0
0.4,2,20,22.219167149999997,3.207399518204417,0
0.45,2,20,21.277666200000002,2.6264075496243633,0
