value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.2,1,20,50.73773005,6.179396125834708,0
0.25,1,20,31.045030000000008,3.9167295403758398,0
0.3,1,20,27.99985,4.214594667240892,0
0.35,1,20,22.699392800000005,2.4389200830774005,0
0.4,1,20,21.3933336,2.1049713119857945,0
0.45,1,20,20.05175845,2.2117186726598765,0
0.5,1,20,19.3049391,2.1429646326052705,0
0.55,1,20,19.90798735,2.4434761195079884,0
0.6,1,20,18.89890105,1.9529035469682858,0
