value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.1,16,20,30.572059149999994,4.3739929778078945,0
0.2,20,20,31.229816149999998,4.148588862237392,0
0.3,24,20,32.298572150000005,3.6618911292927416,0
0.4,28,20,33.98162655,4.372884907576214,0
