value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.0,16,20,25.474238950000004,2.910552462657462,0
0.02,16,20,26.564247,3.4841827018232587,0
0.04,16,20,26.661518849999993,3.6482611918511947,0
0.06,16,20,28.079982100000002,3.9689031182301013,0
0.08,16,20,28.901053399999995,3.8929356998194935,0
0.1,16,20,30.583577349999995,3.361426584673103,0
