value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.05,2,20,22.52821465,3.1819194864700826,0
0.1,2,20,24.185397299999998,3.0968105715983114,0
0.15,2,20,28.3320764,2.8456576937924285,0
0.2,2,20,39.58751015000001,5.207144801661082,0
0.25,2,20,79.77594359999998,9.531777806795642,0
0.3,2,0,nan,nan,20
