value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.3,1,20,49.07319945,7.5357704889627675,0
0.35,1,20,30.80052895,4.252880757252275,0
0.4,1,20,24.924684300000003,2.9978063126332386,0
0.45,1,20,22.025983800000002,2.9045698951366385,0
0.5,1,20,18.3243505,2.567852858003796,0
0.55,1,20,16.329643600000004,2.5111781776626056,0
0.6,1,20,16.503616249999997,1.6387973742372912,0
