value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.1,8,20,24.651715950000003,2.175167055272198,0
0.2,12,20,25.23689925,3.1813954760530034,0
0.3,16,20,25.474238950000004,2.910552462657462,0
0.4,20,20,24.4239685,3.5302167137954563,0
