value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.20000000000000007,30,20,55.23618395,8.131585538675555,0
0.2800000000000001,32,20,32.894386850000004,4.336676847964801,0
0.3371428571428572,38,20,24.781007799999998,2.7354472999662005,0
0.38000000000000006,44,20,22.66125245,2.8327260724811665,0
