value,K,runs,t90_mean_s,t90_std_s,no_alcanzado
0.05,2,20,21.29302735,2.3458373315043612,0
0.1,6,20,19.2953399,1.892626350503278,0
0.13,6,20,20.247286850000002,2.3840279781731026,0
0.16,6,20,18.3564191,1.8284398640048845,0
